ID,OBO ID,Label,ParentIRI,Definition,definition ref,Namespace,Class Type,Exact Synonym,DbXref
GAZ:00001099,GAZ:00001099,Eswatini,GAZ:00000457,"A small, landlocked country in Africa embedded between South Africa in the west, north and south and Mozambique in the east. Swaziland is divided into four districts, each of which is divided into Tinkhundla (singular, Inkhundla).",url:http://en.wikipedia.org/wiki/Swaziland,gaz,subclass,Swaziland,wikidata:Q1050
GAZ:00000567,GAZ:00000567,Ethiopia,GAZ:00000457,"A country situated in the Horn of Africa that has been landlocked since the independence of its northern neighbor Eritrea in 1993. Apart from Eritrea to the north, Ethiopia is bordered by Sudan to the west, Kenya to the south, Djibouti to the northeast, and Somalia to the east. Since 1996 Ethiopia has had a tiered government system consisting of a federal government overseeing ethnically-based regional states, zones, districts (woredas), and neighborhoods (kebele). It is divided into nine ethnically-based administrative states (kililoch, singular kilil) and subdivided into sixty-eight zones and two chartered cities (astedader akababiwoch, singular astedader akababi): Addis Ababa and Dire Dawa. It is further subdivided into 550 woredas and six special woredas.",url:http://en.wikipedia.org/wiki/Ethiopia,gaz,subclass,,wikidata:Q115
GAZ:00006891,GAZ:00006891,Fiji,GAZ:00000468,"An island nation in the South Pacific Ocean east of Vanuatu, west of Tonga and south of Tuvalu. The country occupies an archipelago of about 322 islands, of which 106 are permanently inhabited, and 522 islets. The two major islands, Viti Levu and Vanua Levu, account for 87% of the population.",url:http://en.wikipedia.org/wiki/Fiji,gaz,subclass,,wikidata:Q712
GAZ:00002937,GAZ:00002937,Finland,GAZ:00000464,"A Nordic country situated in the Fennoscandian region of Northern Europe. It has borders with Sweden to the west, Russia to the east, and Norway to the north, while Estonia lies to its south across the Gulf of Finland. The capital city is Helsinki. Finland is divided into six administrative provinces (laani, plural laanit). These are divided into 20 regions (maakunt), 77 subregions (seutukunta) and then into municipalities (kunta).",url:http://en.wikipedia.org/wiki/Finland,gaz,subclass,,wikidata:Q33
GAZ:00002940,GAZ:00002940,France,GAZ:00000464,"A country whose metropolitan territory is located in Western Europe and that also comprises various overseas islands and territories located in other continents. France is divided into 26 administrative regions. 22 are in metropolitan France (21 are on the continental part of metropolitan France; one is the territorial collectivity of Corsica), and four are overseas regions. The regions are further subdivided into 100 departments which are numbered (mainly alphabetically). Four of these departments are found in the overseas regions and are simultaneously overseas regions and overseas departments and are an integral part of France (and the European Union) and thus enjoy a status similar to metropolitan departments. The 100 departments are subdivided into 341 arrondissements which are, in turn, subdivided into 4,032 cantons. These cantons are then divided into 36,680 communes, which are municipalities with an elected municipal council. There also exist 2,588 intercommunal entities grouping 33,414 of the 36,680 communes (i.e. 91.1% of all the communes). Three communes, Paris, Lyon and Marseille are also subdivided into 45 municipal arrondissements.",url:http://en.wikipedia.org/wiki/France,gaz,subclass,French Republic,wikidata:Q142
GAZ:00001092,GAZ:00001092,Gabon,GAZ:00000457,"A country in west central Africa sharing borders with Equatorial Guinea, Cameroon, Republic of the Congo and the Gulf of Guinea. The capital and largest city is Libreville. Gabon is divided into 9 provinces and further divided into 37 departments.",url:http://en.wikipedia.org/wiki/Gabon,gaz,subclass,,wikidata:Q1000
GAZ:00000907,GAZ:00000907,Gambia,GAZ:00000457,"A country in Western Africa. It is the smallest country on the African continental mainland and is bordered to the north, east, and south by Senegal, and has a small coast on the Atlantic Ocean in the west. Flowing through the centre of the country and discharging to the Atlantic Ocean is the Gambia River. The Gambia is divided into five divisions and one city (Banjul). The divisions are further subdivided into 37 districts.",url:http://en.wikipedia.org/wiki/The_Gambia,gaz,subclass,,wikidata:Q1005
GAZ:00004942,GAZ:00004942,Georgia,GAZ:00000465,"A Eurasian country in the Caucasus located at the east coast of the Black Sea. In the north, Georgia has a 723 km common border with Russia, specifically with the Northern Caucasus federal district. The following Russian republics/subdivisions: from west to east: border Georgia: Krasnodar Krai, Karachay-Cherkessia, Kabardino-Balkaria, North Ossetia-Alania, Ingushetia, Chechnya, Dagestan. Georgia also shares borders with Azerbaijan (322 km) to the south-east, Armenia (164 km) to the south, and Turkey (252 km) to the south-west. It is a transcontinental country, located at the juncture of Eastern Europe and Western Asia. Georgia is divided into 9 regions, 2 autonomous republics (avtonomiuri respublika), and 1 city (k'alak'i). The regions are further subdivided into 69 districts (raioni).",url:http://en.wikipedia.org/wiki/Georgia_(country),gaz,subclass,,wikidata:Q4962
GAZ:00002646,GAZ:00002646,Germany,GAZ:00000464,"A country in Central Europe. It is bordered to the north by the North Sea, Denmark, and the Baltic Sea; to the east by Poland and the Czech Republic; to the south by Austria and Switzerland; and to the west by France, Luxembourg, Belgium, and the Netherlands. Germany comprises 16 states (Lander, Bundeslander), which are further subdivided into 439 districts (Kreise/Landkreise) and cities (kreisfreie Stadte).",url:http://en.wikipedia.org/wiki/Federal_Republic_of_Germany,gaz,subclass,,wikidata:Q183
GAZ:00000908,GAZ:00000908,Ghana,GAZ:00000457,"A country in West Africa. It borders Cote d'Ivoire to the west, Burkina Faso to the north, Togo to the east, and the Gulf of Guinea to the south. Ghana is a divided into 10 regions, subdivided into a total of 138 districts.",url:http://en.wikipedia.org/wiki/Ghana,gaz,subclass,,wikidata:Q117
GAZ:00003987,GAZ:00003987,Gibraltar,GAZ:00000464,A British overseas territory located near the southernmost tip of the Iberian Peninsula overlooking the Strait of Gibraltar. The territory shares a border with Spain to the north.,url:https://en.wikipedia.org/wiki/Gibraltar,,,,
GAZ:00002945,GAZ:00002945,Greece,GAZ:00000464,"A country in southeastern Europe, situated on the southern end of the Balkan Peninsula. It has borders with Albania, the former Yugoslav Republic of Macedonia and Bulgaria to the north, and Turkey to the east. The Aegean Sea lies to the east and south of mainland Greece, while the Ionian Sea lies to the west. Both parts of the Eastern Mediterranean basin feature a vast number of islands. Greece consists of thirteen peripheries subdivided into a total of fifty-one prefectures (nomoi, singular nomos). There is also one autonomous area, Mount Athos, which borders the periphery of Central Macedonia.",url:http://en.wikipedia.org/wiki/Greece,gaz,subclass,,wikidata:Q41
GAZ:02000573,GAZ:02000573,Grenada,GAZ:07000070,"An island country in the West Indies in the Caribbean Sea at the southern end of the Grenadines island chain. Grenada consists of the island of Grenada itself, two smaller islands, Carriacou and Petite Martinique, and several small islands which lie to the north of the main island and are a part of the Grenadines.",url:https://en.wikipedia.org/wiki/Grenada,gaz,subclass,,wikidata:Q769
GAZ:00002936,GAZ:00002936,Guatemala,GAZ:00000458,"A country in Central America bordered by Mexico to the northwest, the Pacific Ocean to the southwest, Belize and the Caribbean Sea to the northeast, and Honduras and El Salvador to the southeast. Guatemala is divided into 22 departments (departamentos) and sub-divided into about 332 municipalities (municipios).",url:http://en.wikipedia.org/wiki/Guatemala,gaz,subclass,,wikidata:Q774
GAZ:00000909,GAZ:00000909,Guinea,GAZ:00000457,"A nation in West Africa, formerly known as French Guinea. Guinea's territory has a curved shape, with its base at the Atlantic Ocean, inland to the east, and turning south. The base borders Guinea-Bissau and Senegal to the north, and Mali to the north and north-east; the inland part borders Cote d'Ivoire to the south-east, Liberia to the south, and Sierra Leone to the west of the southern tip.",url:http://en.wikipedia.org/wiki/Guinea,gaz,subclass,,wikidata:Q1006
GAZ:00000910,GAZ:00000910,Guinea-Bissau,GAZ:00000457,"A country in western Africa, and one of the smallest nations in continental Africa. It is bordered by Senegal to the north, and Guinea to the south and east, with the Atlantic Ocean to its west. Formerly the Portuguese colony of Portuguese Guinea, upon independence, the name of its capital, Bissau, was added to the country's name in order to prevent confusion between itself and the Republic of Guinea.",url:http://en.wikipedia.org/wiki/Guinea-Bissau,gaz,subclass,,wikidata:Q1007
GAZ:00002522,GAZ:00002522,Guyana,GAZ:00000459,"A country in the N of South America. Guyana lies north of the equator, in the tropics, and is located on the Atlantic Ocean. Guyana is bordered to the east by Suriname, to the south and southwest by Brazil and to the west by Venezuela. Guyana is divided into 10 regions. The regions of Guyana are divided into 27 neighborhood councils.",url:http://en.wikipedia.org/wiki/Guyana,gaz,subclass,,wikidata:Q734
GAZ:00003953,GAZ:00003953,Haiti,GAZ:07000070,"A country located in the Greater Antilles archipelago on the Caribbean island of Hispaniola, which it shares with the Dominican Republic. Haiti is divided into 10 departments. The departments are further divided into 41 arrondissements, and 133 communes which serve as second and third level administrative divisions.",url:http://en.wikipedia.org/wiki/Haiti,gaz,subclass,,wikidata:Q790
GAZ:00002894,GAZ:00002894,Honduras,GAZ:00000458,"A republic in Central America. The country is bordered to the west by Guatemala, to the southwest by El Salvador, to the southeast by Nicaragua, to the south by the Pacific Ocean at the Gulf of Fonseca, and to the north by the Gulf of Honduras, a large inlet of the Caribbean Sea. Honduras is divided into 18 departments. The capital city is Tegucigalpa Central District of the department of Francisco Morazan.",url:http://en.wikipedia.org/wiki/Honduras,gaz,subclass,,wikidata:Q783
GAZ:00002952,GAZ:00002952,Hungary,GAZ:00000464,"A landlocked country in the Carpathian Basin of Central Europe, bordered by Austria, Slovakia, Ukraine, Romania, Serbia, Croatia, and Slovenia. Its capital is Budapest. Hungary is divided into 19 counties (megyek, singular: megye). In addition, the capital city (fovaros), Budapest, is independent of any county government. The counties are further subdivided into 173 subregions (kistersegek), and Budapest is comprised of its own subregion. Since 1996, the counties and City of Budapest have been grouped into 7 regions for statistical and development purposes. These seven regions constitute NUTS second-level units of Hungary.",url:http://en.wikipedia.org/wiki/Hungary,gaz,subclass,,wikidata:Q28
GAZ:00000843,GAZ:00000843,Iceland,GAZ:07000070,"A country in northern Europe, comprising the island of Iceland and its outlying islands in the North Atlantic Ocean between the rest of Europe and Greenland.",url:http://en.wikipedia.org/wiki/Iceland,gaz,subclass,,wikidata:Q189
GAZ:00002839,GAZ:00002839,India,GAZ:00000465,"A country in South Asia. Bounded by the Indian Ocean on the south, the Arabian Sea on the west, and the Bay of Bengal on the east, India has a coastline of 7,517 km. It borders Pakistan to the west; China, Nepal, and Bhutan to the north-east; and Bangladesh and Burma to the east. India is in the vicinity of Sri Lanka, the Maldives, and Indonesia in the Indian Ocean. India is a federal republic of twenty-eight states and seven Union Territories. Each state or union territory is divided into basic units of government and administration called districts. There are nearly 600 districts in India. The districts in turn are further divided into tehsils and eventually into villages.",url:http://en.wikipedia.org/wiki/India,gaz,subclass,,wikidata:Q668
GAZ:00003727,GAZ:00003727,Indonesia,GAZ:00000465,"An archipelagic state in Southeast Asia. The country shares land borders with Papua New Guinea, East Timor and Malaysia. Other neighboring countries include Singapore, the Philippines, Australia, and the Indian territory of the Andaman and Nicobar Islands. Indonesia consists of 33 provinces, five of which have special status. The provinces are subdivided into regencies (kabupaten, distrik in Papua and West Papua Provinces) and cities (kota), which are further subdivided into subdistricts (kecamatan), and again into village groupings (either desa or kelurahan).",url:http://en.wikipedia.org/wiki/Indonesia,gaz,subclass,,wikidata:Q252
GAZ:00004474,GAZ:00004474,Iran,GAZ:00000465,"A country in Central Eurasia. Iran is bounded by the Gulf of Oman and the Persian Gulf to the south and the Caspian Sea to its north. It borders Armenia, Azerbaijan, Turkmenistan to the north, Afghanistan and Pakistan to the east, and Turkey and Iraq to the west. Iran is divided into 30 provinces (ostan). The provinces are divided into counties (shahrestan), and subdivided into districts (bakhsh) and sub-districts (dehestan).",url:http://en.wikipedia.org/wiki/Iran,gaz,subclass,,wikidata:Q794
GAZ:00004483,GAZ:00004483,Iraq,GAZ:00000465,"A country in the Middle East spanning most of the northwestern end of the Zagros mountain range, the eastern part of the Syrian Desert and the northern part of the Arabian Desert. It shares borders with Kuwait and Saudi Arabia to the south, Jordan to the west, Syria to the northwest, Turkey to the north, and Iran to the east. It has a very narrow section of coastline at Umm Qasr on the Persian Gulf. There are two major flowing rivers: the Tigris and the Euphrates. Iraq is divided into 18 governorates (or provinces) (muhafazah). The governorates are divided into qadhas (or districts).",url:http://en.wikipedia.org/wiki/Iraq,gaz,subclass,,wikidata:Q796
GAZ:00002943,GAZ:00002943,Republic of Ireland,GAZ:00000464,"A country in north-western Europe. The modern sovereign state occupies five-sixths of the island of Ireland, which was partitioned in 1921. It is bordered by Northern Ireland (part of the United Kingdom) to the north, by the Atlantic Ocean to the west and by the Irish Sea to the east. Administration follows the 34 ""county-level"" counties and cities of Ireland. Of these twenty-nine are counties, governed by county councils while the five cities of Dublin, Cork, Limerick, Galway and Waterford have city councils, (previously known as corporations), and are administered separately from the counties bearing those names. The City of Kilkenny is the only city in the republic which does not have a ""city council""; it is still a borough but not a county borough and is administered as part of County Kilkenny. Ireland is split into eight regions for NUTS statistical purposes. These are not related to the four traditional provinces but are based on the administrative counties.",url:http://en.wikipedia.org/wiki/Republic_of_ireland,gaz,subclass,,wikidata:Q22890
GAZ:00002476,GAZ:00002476,Israel,GAZ:00000465,"A country in Western Asia located on the eastern edge of the Mediterranean Sea. It borders Lebanon in the north, Syria in the northeast, Jordan in the east, and Egypt on the southwest. The West Bank and Gaza Strip, which are partially administrated by the Palestinian National Authority, are also adjacent. The State of Israel is divided into six main administrative districts, known as mehozot (singular mahoz). Districts are further divided into fifteen sub-districts known as nafot (singular: nafa), which are themselves partitioned into fifty natural regions.",url:http://en.wikipedia.org/wiki/Israel,gaz,subclass,,wikidata:Q801
GAZ:00002650,GAZ:00002650,Italy,GAZ:00000464,"A country located on the Italian Peninsula in Southern Europe, and on the two largest islands in the Mediterranean Sea, Sicily and Sardinia. Italy shares its northern Alpine boundary with France, Switzerland, Austria and Slovenia. The independent states of San Marino and the Vatican City are enclaves within the Italian Peninsula, while Campione d'Italia is an Italian exclave in Switzerland. Italy is subdivided into 20 regions (regioni, singular regione). Five of these regions have a special autonomous status that enables them to enact legislation on some of their local matters. It is further divided into 109 provinces (province) and 8,101 municipalities (comuni).",url:http://en.wikipedia.org/wiki/Italy,gaz,subclass,,wikidata:Q38
GAZ:00251084,GAZ:00251084,Jamaica,GAZ:07000070,"An island. One of the Greater Antilles. It is 234 km in length and as much as 80 km in width situated in the Caribbean Sea. It is about 620 km northeast of the Central American mainland, 145 km south of Cuba, and 190 kmwest of the island of Hispaniola.",url:http://en.wikipedia.org/wiki/Jamaica,gaz,subclass,,wikidata:Q766
GAZ:00002747,GAZ:00002747,Japan,GAZ:00000465,"An island country in East Asia. Located in the Pacific Ocean, it lies to the east of China, Korea and Russia, stretching from the Sea of Okhotsk in the north to the East China Sea in the south.",url:http://en.wikipedia.org/wiki/Japan,gaz,subclass,,wikidata:Q17
GAZ:00002473,GAZ:00002473,Jordan,GAZ:00000465,"A country in Southwest Asia, bordered by Syria to the north, Iraq to the north-east, Israel and the West Bank to the west, and Saudi Arabia to the east and south. It shares the coastlines of the Dead Sea, and the Gulf of Aqaba with Israel, Saudi Arabia, and Egypt. Jordan is divided into 12 provinces called governorates. The Governorates are subdivided into approximately fifty-two nahias.",url:http://en.wikipedia.org/wiki/Jordan,gaz,subclass,,wikidata:Q810
GAZ:00004999,GAZ:00004999,Kazakhstan,GAZ:00000465,"A country in Central Asia and Europe. It is bordered by Russia, Kyrgyzstan, Turkmenistan, Uzbekistan and China. The country also borders on a significant part of the Caspian Sea. Kazakhstan is divided into 14 provinces and two municipal districts. The provinces of Kazakhstan are divided into raions.",url:http://en.wikipedia.org/wiki/Kazakhstan,gaz,subclass,,wikidata:Q232
GAZ:00001101,GAZ:00001101,Kenya,GAZ:00000457,"A country in Eastern Africa. It is bordered by Ethiopia to the north, Somalia to the east, Tanzania to the south, Uganda to the west, and Sudan to the northwest, with the Indian Ocean running along the southeast border. Kenya comprises eight provinces each headed by a Provincial Commissioner (centrally appointed by the president). The provinces (mkoa singular mikoa plural in Swahili) are subdivided into districts (wilaya). There were 69 districts as of 1999 census. Districts are then subdivided into 497 divisions (taarafa). The divisions are then subdivided into 2,427 locations (kata) and then 6,612 sublocations (kata ndogo). The City of Nairobi enjoys the status of a full administrative province.",url:http://en.wikipedia.org/wiki/Kenya,gaz,subclass,,wikidata:Q114
GAZ:00006894,GAZ:00006894,Kiribati,GAZ:07000070,"An island nation located in the central tropical Pacific Ocean. It is composed of 32 atolls and one raised coral island dispersed over 3,500,000 km2 straddling the equator and bordering the International Date Line to the east. It is divided into three island groups which have no administrative function, including a group which unites the Line Islands and the Phoenix Islands (ministry at London, Christmas). Each inhabited island has its own council (three councils on Tarawa: Betio, South-Tarawa, North-Tarawa; two councils on Tabiteuea).",url:http://en.wikipedia.org/wiki/Kiribati,gaz,subclass,,wikidata:Q710
GAZ:00011337,GAZ:00011337,Kosovo,GAZ:00000464,"A country on the Balkan Peninsula. Kosovo borders Central Serbia to the north and east, Montenegro to the northwest, Albania to the west and the Republic of Macedonia to the south. Kosovo is divided into 7 districts (Rreth) and 30 municipalities. Serbia does not recognise the unilateral secession of Kosovo[8] and considers it a United Nations-governed entity within its sovereign territory, the Autonomous Province of Kosovo and Metohija.",url:http://en.wikipedia.org/wiki/Kosovo,gaz,subclass,,wikidata:Q1246
GAZ:00005285,GAZ:00005285,Kuwait,GAZ:00000465,"A sovereign emirate on the coast of the Persian Gulf, enclosed by Saudi Arabia to the south and Iraq to the north and west. Kuwait is divided into six governorates (muhafazat, singular muhafadhah).",url:http://en.wikipedia.org/wiki/Kuwait,gaz,subclass,,wikidata:Q817
GAZ:00006893,GAZ:00006893,Kyrgyzstan,GAZ:00000465,"A country in Central Asia. Landlocked and mountainous, it is bordered by Kazakhstan to the north, Uzbekistan to the west, Tajikistan to the southwest and China to the east. Kyrgyzstan is divided into seven provinces (oblast. The capital, Bishkek, and the second large city Osh are administratively the independent cities (shaar) with a status equal to a province. Each province comprises a number of districts (raions).",url:http://en.wikipedia.org/wiki/Kyrgyzstan,gaz,subclass,,wikidata:Q813
GAZ:00006889,GAZ:00006889,Laos,GAZ:00000465,"A landlocked country in southeast Asia, bordered by Burma (Myanmar) and China to the northwest, Vietnam to the east, Cambodia to the south, and Thailand to the west. Laos is divided into sixteen provinces (qwang) and Vientiane Capital (Na Kone Luang Vientiane). The provinces further divided into districts (muang).",url:http://en.wikipedia.org/wiki/Laos,gaz,subclass,,wikidata:Q819
GAZ:00002958,GAZ:00002958,Latvia,GAZ:00000464,"A country in Northern Europe. Latvia shares land borders with Estonia to the north and Lithuania to the south, and both Russia and Belarus to the east. It is separated from Sweden in the west by the Baltic Sea. The capital of Latvia is Riga. Latvia is divided into 26 districts (raioni). There are also seven cities (lielpilsetas) that have a separate status. Latvia is also historically, culturally and constitutionally divided in four or more distinct regions.",url:http://en.wikipedia.org/wiki/Latvia,gaz,subclass,,wikidata:Q211
GAZ:00002478,GAZ:00002478,Lebanon,GAZ:00000465,"A small, mostly mountainous country in Western Asia, on the eastern shore of the Mediterranean Sea. It is bordered by Syria to the north and east, and Israel to the south. Lebanon is divided into six governorates (mohaafazaat, which are further subdivided into twenty-five districts (aqdya, singular: qadaa).",url:http://en.wikipedia.org/wiki/Lebanon,gaz,subclass,,wikidata:Q822
GAZ:00001098,GAZ:00001098,Lesotho,GAZ:00000457,"A land-locked country, entirely surrounded by the Republic of South Africa. Lesotho is divided into ten districts; these are further subdivided into 80 constituencies, which consists of 129 local community councils.",url:http://en.wikipedia.org/wiki/Lesotho,gaz,subclass,,wikidata:Q1013
GAZ:00000911,GAZ:00000911,Liberia,GAZ:00000457,"A country on the west coast of Africa, bordered by Sierra Leone, Guinea, Cote d'Ivoire, and the Atlantic Ocean.",url:http://en.wikipedia.org/wiki/Liberia,gaz,subclass,,wikidata:Q1014
GAZ:00000566,GAZ:00000566,Libya,GAZ:00000457,"A country in North Africa. Bordering the Mediterranean Sea to the north, Libya lies between Egypt to the east, Sudan to the southeast, Chad and Niger to the south, and Algeria and Tunisia to the west. There are thirty-four municipalities of Libya, known by the Arabic term sha'biyat (singular sha'biyah). These came recently (in the 1990s to replaced old Baladiyat systam. The Baladiyat system in turn was introduced to replace the system of muhafazah (governorates or provinces) that existed from the 1960s to the 1970s.",url:http://en.wikipedia.org/wiki/Libya,gaz,subclass,,wikidata:Q1016
GAZ:00003858,GAZ:00003858,Liechtenstein,GAZ:00000464,"A tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. The principality of Liechtenstein is divided into 11 municipalities called Gemeinden (singular Gemeinde). The Gemeinden mostly consist only of a single town. Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the upper county).",url:http://en.wikipedia.org/wiki/Liechtenstein,gaz,subclass,,wikidata:Q347
GAZ:00002960,GAZ:00002960,Lithuania,GAZ:00000464,"A country located along the south-eastern shore of the Baltic Sea, sharing borders with Latvia to the north, Belarus to the southeast, Poland, and the Russian exclave of the Kaliningrad Oblast to the southwest. Lithuania has a three-tier administrative division: the country is divided into 10 counties (singular apskritis, plural, apskritys) that are further subdivided into 60 municipalities (singular savivaldybe, plural savivaldybes) which consist of over 500 elderates (singular seniunija, plural seniunijos).",url:http://en.wikipedia.org/wiki/Lithuania,gaz,subclass,,wikidata:Q37
GAZ:00002947,GAZ:00002947,Luxembourg,GAZ:00000464,"A small landlocked country in western Europe, bordered by Belgium, France, and Germany. Luxembourg is divided into 3 districts, which are further divided into 12 cantons and then 116 communes. Twelve of the communes have city status, of which the city of Luxembourg is the largest.",url:http://en.wikipedia.org/wiki/Luxembourg,gaz,subclass,,wikidata:Q32
GAZ:00001108,GAZ:00001108,Madagascar,GAZ:07000070,"An island nation in the Indian Ocean off the southeastern coast of Africa. The main island, also called Madagascar, is the fourth largest island in the world, and is home to 5% of the world's plant and animal species, of which more than 80% are endemic to Madagascar. Most notable are the lemur infraorder of primates, the carnivorous fossa, three endemic bird families and six endemic baobab species. Madagascar is divided into six autonomous provinces (faritany mizakatena), and 22 regions. The regions are further subdivided into 116 districts, 1,548 communes, and 16,969 fokontany.",url:http://en.wikipedia.org/wiki/Madagascar,gaz,subclass,,wikidata:Q1019
GAZ:00001105,GAZ:00001105,Malawi,GAZ:00000457,"A country in southeastern Africa. It is bordered by Zambia to the north-west, Tanzania to the north and Mozambique, which surrounds it on the east, south and west. Malawi is divided into three regions (the Northern, Central and Southern regions), which are further divided into twenty-seven districts, which in turn are further divided into 137 traditional authorities and 68 sub-chiefdoms.",url:http://en.wikipedia.org/wiki/Malawi,gaz,subclass,,wikidata:Q1020
GAZ:00003902,GAZ:00003902,Malaysia,GAZ:00000465,"A country that consists of thirteen states and three federal territories in Southeast Asia. The country is separated into two regions, Peninsular Malaysia and Malaysian Borneo, by the South China Sea. Malaysia borders Thailand, Indonesia, Singapore, Brunei and the Philippines. Malaysia consists of 13 states (Negeri) and 3 federal territories.",url:http://en.wikipedia.org/wiki/Malaysia,gaz,subclass,,wikidata:Q833
GAZ:00000584,GAZ:00000584,Mali,GAZ:00000457,"A landlocked country in northern Africa. It borders Algeria on the north, Niger on the east, Burkina Faso and the Cote d'Ivoire on the south, Guinea on the south-west, and Senegal and Mauritania on the west. Mali is divided into 8 regions (regions) and 1 district, and subdivided into 49 cercles, totalling 288 arrondissements.",url:http://en.wikipedia.org/wiki/Mali,gaz,subclass,,wikidata:Q912
GAZ:00004017,GAZ:00004017,Malta,GAZ:00000464,A southern European country and consists of an archipelago situated centrally in the Mediterranean.,url:http://en.wikipedia.org/wiki/Malta,gaz,subclass,,wikidata:Q233
GAZ:00007161,GAZ:00007161,Marshall Islands,GAZ:07000070,"An archipelago that consists of twenty-nine atolls and five isolated islands. The most important atolls and islands form two groups: the Ratak Chain and the Ralik Chain (meaning ""sunrise"" and ""sunset"" chains). Two-thirds of the nation's population lives on Majuro (which is also the capital) and Ebeye. The outer islands are sparsely populated.",url:http://en.wikipedia.org/wiki/Marshall_islands#Geography,gaz,subclass,,wikidata:Q709
GAZ:00000583,GAZ:00000583,Mauritania,GAZ:00000457,"A country in North-West Africa. It is bordered by the Atlantic Ocean on the west, by Senegal on the southwest, by Mali on the east and southeast, by Algeria on the northeast, and by Western Sahara on the northwest (most of which is occupied by Morocco). The capital and largest city is Nouakchott, located on the Atlantic coast. Mauritania is divided into 12 regions (regions) and one capital district, which in turn are subdivided into 44 departments (departements).",url:http://en.wikipedia.org/wiki/Mauritania,gaz,subclass,,wikidata:Q1025
GAZ:00003745,GAZ:00003745,Mauritius,GAZ:07000070,"An island nation off the coast of the African continent in the southwest Indian Ocean, about 900 km east of Madagascar. In addition to the island of Mauritius, the republic includes the islands of St. Brandon, Rodrigues and the Agalega Islands.",url:http://en.wikipedia.org/wiki/Mauritius,gaz,subclass,,wikidata:Q1027
GAZ:00002852,GAZ:00002852,Mexico,GAZ:00000458,"A federal constitutional republic in North America. It is bounded on the north by the United States; on the south and west by the North Pacific Ocean; on the southeast by Guatemala, Belize, and the Caribbean Sea; and on the east by the Gulf of Mexico. The United Mexican States comprise a federation of thirty-one states and a federal district, the capital Mexico City.",url:http://en.wikipedia.org/wiki/Mexico,gaz,subclass,,wikidata:Q96
GAZ:00382364,GAZ:00382364,Moldova,GAZ:00000464,"A landlocked country in Eastern Europe, located between Romania to the west and Ukraine to the north, east and south. Moldova is divided into thirty-two districts (raioane, singular raion); three municipalities (Balti, Chisinau, Tighina); and two autonomous regions (Gagauzia and Transnistria). The cities of Comrat and Tiraspol also have municipality status, however not as first-tier subdivisions of Moldova, but as parts of the regions of Gagauzia and Transnistria, respectively. The status of Transnistria is however under dispute. Although it is de jure part of Moldova and is recognized as such by the international community, Transnistria is not de facto under the control of the central government of Moldova. It is administered by an unrecognized breakaway authority under the name Pridnestrovian Moldovan Republic.",url:http://en.wikipedia.org/wiki/Moldova,gaz,subclass,,wikidata:Q217
GAZ:00003857,GAZ:00003857,Monaco,GAZ:00000464,"A small country that is completely bordered by France to the north, west, and south; to the east it is bordered by the Mediterranean Sea. It consists of a single municipality (commune) currently divided into 4 quartiers and 10 wards.",url:http://en.wikipedia.org/wiki/Monaco,gaz,subclass,,wikidata:Q235
GAZ:00008744,GAZ:00008744,Mongolia,GAZ:00000465,"A country in East-Central Asia. The landlocked country borders Russia to the north and China to the south. The capital and largest city is Ulan Bator. Mongolia is divided into 21 aimags (provinces), which are in turn divided into 315 sums (districts). The capital Ulan Bator is administrated separately as a khot (municipality) with provincial status.",url:http://en.wikipedia.org/wiki/Mongolia,gaz,subclass,,wikidata:Q711
GAZ:00006898,GAZ:00006898,Montenegro,GAZ:00000464,"A country located in Southeastern Europe. It has a coast on the Adriatic Sea to the south and borders Croatia to the west, Bosnia and Herzegovina to the northwest, Serbia and its partially recognized breakaway southern province of Kosovo to the northeast and Albania to the southeast. Its capital and largest city is Podgorica. Montenegro is divided into twenty-one municipalities (opstina), and two urban municipalities, subdivisions of Podgorica municipality.",url:http://en.wikipedia.org/wiki/Montenegro,gaz,subclass,,wikidata:Q236
GAZ:00000565,GAZ:00000565,Morocco,GAZ:00000457,"A country in North Africa. It has a coast on the Atlantic Ocean that reaches past the Strait of Gibraltar into the Mediterranean Sea. Morocco has international borders with Algeria to the east, Spain to the north (a water border through the Strait and land borders with two small Spanish autonomous cities, Ceuta and Melilla), and Mauritania to the south. Morocco is divided into 16 regions, and subdivided into 62 prefectures and provinces. Because of the conflict over Western Sahara, the status of both regions of ""Saguia el-Hamra"" and ""Rio de Oro"" is disputed.",url:http://en.wikipedia.org/wiki/Morocco,gaz,subclass,,wikidata:Q1028
GAZ:00001100,GAZ:00001100,Mozambique,GAZ:00000457,"A country in southeastern Africa bordered by the Indian Ocean to the east, Tanzania to the north, Malawi and Zambia to the northwest, Zimbabwe to the west and Swaziland and South Africa to the southwest. Mozambique is divided into ten provinces (provincias) and one capital city (cidade capital) with provincial status. The provinces are subdivided into 129 districts (distritos). Districts are further divided in ""Postos Administrativos"" (Administrative Posts) and these in Localidades (Localities) the lowest geographical level of central state administration.",url:http://en.wikipedia.org/wiki/Mozambique,gaz,subclass,,wikidata:Q1029
